comentario,usuario,fecha,likes,video_id
Ese reporte es la verdadera y cruda realidad en q se encuentra nuestro país por décadas lo dice sus antecedentes a largo del tiempo un  @congreso Dictador halla tu q no lo quieras ver..La insurgencia es parte de nuestro interior lo llevamos por las venas de nuestra sangre la raza Incaica..Fueron las bases de nuestra Independencia Repúblicana en la memoria de Tupac Amaru II y toda las generaciones..La Reforma de una Nueva Constitución de nuestra Nación.,@JuanCarlosAston,2022-12-13T01:16:19Z,0,lfG8PiImmsM
Me gusta tu música    es..mi favorita,@enyelmusicopataniggamusico7840,2022-12-12T20:40:46Z,1,lfG8PiImmsM
Como los diputados we los manteles de ratael,@corsaevolution4355,2022-12-12T20:35:56Z,0,lfG8PiImmsM
El mismo discurso venenoso que en Ecuador usaba el dictator correa,@corsaevolution4355,2022-12-12T20:33:00Z,1,lfG8PiImmsM
los congresistas son racistas no tengo pruebas pero tampoco dudas,@camilagutierrezgamboa2468,2022-12-12T17:24:41Z,0,lfG8PiImmsM
CLARO Q C NOTA Q ESTABA NERVIOSO SI SABIA PERFECTAMENTE LO Q ESTABA DICIENDO Y LO Q TRAERIA X CONSECUENCIA TODO ERA ANTICONSTITUCIONAL!!,@lilgrapes2008,2022-12-12T16:35:59Z,2,lfG8PiImmsM
Que pena ver el racismo que hay en nuestro país dónde todos tenemos de indios y cholos pero los mismos hijos de provincianos creen que son hijos de gringos.,@peggycastroflores8956,2022-12-12T16:34:21Z,0,lfG8PiImmsM
Osea quería repetir lo que hizo Hugo Chavez,@jeantoledo1828,2022-12-12T16:29:14Z,1,lfG8PiImmsM
Incapàz!!!!,@ginosantos1742,2022-12-12T16:24:04Z,1,lfG8PiImmsM
Campesino  SUA,@elmerdamian7851,2022-12-12T15:45:35Z,0,lfG8PiImmsM
Lo forzaron a leer esa carta se nota lo nervioso que se encontraba demaciado estrés...!!!,@Badtvman._.,2022-12-12T14:59:41Z,3,lfG8PiImmsM
Jajajajajaja,@rocotokaftero8883,2022-12-12T06:37:02Z,0,lfG8PiImmsM
Es una persona que no esta preparada para hacer presidente. Es una persona que no está capacitada para gobernar no sabe lo que lee ahora le quieren echar la culpa a todo el mundo. Gracias a Dios que ya no es presidente,@leilabrown9149,2022-12-12T06:04:49Z,1,lfG8PiImmsM
nunca había visto a alguien tan nervioso Dios JAJJAJ como se movían las hojas,@orlandozegarrar4352,2022-12-12T05:57:37Z,4,lfG8PiImmsM
NO SE ACUERDA NADA dice,@sergioluna2183,2022-12-12T05:43:43Z,0,lfG8PiImmsM
ahora dice que no se acuerda,@javierherrera7219,2022-12-12T05:00:17Z,2,lfG8PiImmsM
Castillo quería ser el Nuevo Maduro de Latinoamérica.,@nandoslucho,2022-12-12T03:33:06Z,3,lfG8PiImmsM
En otras palabras humanidad.,@SarmientoEspinoza,2022-12-12T02:41:49Z,7,lfG8PiImmsM
Prepárense para un estallido social,@guillermototivilo811,2022-12-12T02:35:56Z,1,lfG8PiImmsM
Pero esto no es delito como abogado venezolano me avergüenza ver un montaje a un presidente de la República,@guillermototivilo811,2022-12-12T02:31:05Z,2,lfG8PiImmsM
Hay interferencias en el video pero esta en vivo.,@ingridaguilar9019,2022-12-12T02:15:21Z,4,lfG8PiImmsM
The future of the Nine Fingers.,@danieltakaki1,2022-12-12T01:26:31Z,1,lfG8PiImmsM
Todas las motivaciones y razones de cierre del Congreso están en lo correcto. Pero debió pedir la segunda moción de confianza.,@JosueAlanRamos,2022-12-12T00:59:29Z,2,lfG8PiImmsM
Pedro Catillo presidente de Peru lo eligió el pueblo no las Élites,@mariacruzfuentes5207,2022-12-12T00:35:46Z,0,lfG8PiImmsM
y despues adonde se fue no le funciono como el chino,@jorgegalindo208,2022-12-12T00:35:04Z,0,lfG8PiImmsM
Castillo  lo han  hecho leer  con amenazas de muerte a  sus familiaCastillo  va a volver ,@victorarata4138,2022-12-11T23:06:02Z,1,lfG8PiImmsM
Al menos mo apareció con su famoso y ridículo sombrerito....,@yishhshhs9705,2022-12-11T22:28:54Z,1,lfG8PiImmsM
Yo no veo que le tiemblan las manos más bien parece que hubiera como algo aire que mueven las hojas... alguien podría explicarlo mejor?,@Escape432,2022-12-11T21:45:52Z,0,lfG8PiImmsM
Y se quiso fugar el.desgraciado,@autoserviciosangel-kilo3997,2022-12-11T19:47:13Z,4,lfG8PiImmsM
estos políticos todos iguales es hora de cambiar este tipo de líderes,@davidtorres1157,2022-12-11T18:42:17Z,0,lfG8PiImmsM
Fan de Maduro no?,@pajarraco3701,2022-12-11T17:29:45Z,1,lfG8PiImmsM
La voz de quien se escucha y es verdad la tercera hoja le cambiaron aún ido se da cuenta y es posible hay dos o tres palabra no estaba escrito y el  las leyeo miremos bien el vídeo quien le dió esa hoja cambiada la tercera hoja el presidente creo se sorprende .,@ignaciayucra7190,2022-12-11T17:18:00Z,0,lfG8PiImmsM
Le están diciendo que lo que Lee no es para el el público que después Iván a publicar el mensaje del presidente??,@ignaciayucra7190,2022-12-11T17:14:52Z,0,lfG8PiImmsM
Luego dice que no se acuerda. jajjaja esto es de locos.,@jairoruizblas8374,2022-12-11T16:57:42Z,19,lfG8PiImmsM
Jaaaaaaa dice que todos los que tengan arma ilegal que se la entreguen dice jaaaaaaaa.,@damianpotenciano1291,2022-12-11T16:20:59Z,0,lfG8PiImmsM
Yo lo veo como quiere llorar parese.,@damianpotenciano1291,2022-12-11T16:17:40Z,0,lfG8PiImmsM
Quien sabe quien lo engaño todo a ese le  escribieron todo eso en esos papeles y lo isieron que el mismo lo leyera y sólito se chingo el mismo.,@damianpotenciano1291,2022-12-11T16:16:58Z,0,lfG8PiImmsM
Solo Castillo supero a Castillo. Ejemplo de mediocridad.,@dianaodiaga8965,2022-12-11T15:34:32Z,6,lfG8PiImmsM
Temblaba ya este pobre amigo. A la cárcel por corrupto.,@egc6752,2022-12-11T15:16:18Z,1,lfG8PiImmsM
como tiembla la hojita todo el tiempo 🤣🤣🤣,@BAnanoxi_jji,2022-12-11T14:18:34Z,0,lfG8PiImmsM
Viva la libertad viva Pedro Castillo,@wildemar3677,2022-12-11T13:53:49Z,0,lfG8PiImmsM
Y asi es como se cae el autoritarismo de la izquierda y la OEA demostrando que es la cuna de la izquierda apoyando a castillo ...,@aercromo4351,2022-12-11T13:09:13Z,1,lfG8PiImmsM
Esto lo preparó la derecha corrupta y golpista que raro que se filtren chats antes de este comunicado  y que raro que días antes de que Castillo de este mensaje a la nación la Sra. K viaje a Inglaterra a una reunión a la que ni siquiera fue invitada ¿Porqué la prensa no dijo y no habla sobre este viajesito? y por otro lado no se dan cuenta como Castillo hiperventila antes de leer dicho documento y mira hacia los lados como si algo pasara a su alrededor y si señores al Sr. Castillo lo amenazaron para dar este discurso que raro que justo ese mismo día en que en el congreso debate otra moción de vacancia presidencial el salga a hablar...,@elzorro86,2022-12-11T12:16:15Z,0,lfG8PiImmsM
Por chistoso te dieron la espalda.,@rubenquispe8571,2022-12-11T11:30:26Z,1,lfG8PiImmsM
"Caray qué semejante suena al enano que ""gobierna"" a los Estados Unidos Mexicanos...",@melindacasaresgil8908,2022-12-11T07:36:17Z,1,lfG8PiImmsM
POBRE DIABLO ACOMPLEJADO,@jacko3157,2022-12-11T06:49:06Z,3,lfG8PiImmsM
Por q tiembla mucho q pasa esta q ve a alguien ..,@dorisjosefinagutierrezsulc750,2022-12-11T05:35:44Z,0,lfG8PiImmsM
Por que tiemblan tanto sus manos señor presodente,@AioRy4rever,2022-12-11T04:30:07Z,0,lfG8PiImmsM
Si supieran que todo estuvo armado por los grandes monopolios del país leyó eso con la garantía de salir libre en un par de años y alguna garantía para su familia porque Castillo fue aparentemente corrupto y las pruebas lo tienen las altas esferas.,@3mc4ver,2022-12-11T04:20:16Z,0,lfG8PiImmsM
No....este no está drogado.....está nervioso...desesperado...y no sabe cómo aparentar calma.,@jorgecueva7528,2022-12-11T03:49:09Z,2,lfG8PiImmsM
Pobre hombre. Dios lo proteja. Cuanto ex presidentes han hecho cosas peores y nada les pasó. Fue mal aconsejado sin experiencia en la corrupta política se hundió el mismo. Triste. 😢,@Aurea2012me,2022-12-11T02:41:43Z,8,lfG8PiImmsM
Pucha no soy castillolover pero so que me dio tanta pena su manito al temblar,@vickihebla4386,2022-12-11T02:37:34Z,0,lfG8PiImmsM
El presidente fue presa de una estrategia que solo los policías usan para armar un delito y hacer caer a una víctima en ella,@kapuly03,2022-12-11T02:09:22Z,0,lfG8PiImmsM
MUY BIEN PRESIDENTE HICISTE LO QUE QUERIA EL PUEBLO. AHORA SE VIENE LO BUENO ..VAMOS HACIA LA ASAMBLEA CONSTITUYENTE..!!! NO AL NARCOESTADO FUJIMONTESINISTA.,@caminodrama8930,2022-12-11T00:59:32Z,0,lfG8PiImmsM
Qe mierda tiene qe ver la OEA en el peru falta un presidente como Naim bukele limpie todo el peru,@lucioaranda2825,2022-12-11T00:02:29Z,1,lfG8PiImmsM
Un golpista hablando del orden constitucional quiso perpetuarse en el poder tomando por asalto el Ministerio público y el Poder Judicial para librarse de la cárcel y convertir al país en Venezuela.,@kammyloshky1599,2022-12-10T23:19:57Z,2,lfG8PiImmsM
hasta que se volvieron a salir con la sulla los malos politicos del peru presidente que no les gusta al toque le hacen la camita,@angelrochelujan4886,2022-12-10T23:12:52Z,0,lfG8PiImmsM
Mil respetos Presidente Castillo  por decir la verdad de lo q esta ocurriendo exactamente esa es la verdad de la podredumbre  del Congreso golpistas fujimoristas  poderes judiciales TC  los narcotraficantes  gracias Presidente q el pueblo Peruano despertó.,@chemischemis1587,2022-12-10T22:42:56Z,3,lfG8PiImmsM
Pobre nuestro presidente tiembla su mano por qué le amenazaron los corruptos,@hectornunezcerron2293,2022-12-10T21:46:02Z,1,lfG8PiImmsM
Espero que la gente de provincia aprenda la lección y para las proximas elecciones no lleve a antauro humala a segunda vuelta :/  pero si no aprendieron la lección con toledo supongo que con castillo tampoco debería haber una ley para que la gente con al menos secundaria completa pueda votar,@Mrjorgetest,2022-12-10T20:51:26Z,1,lfG8PiImmsM
Estabas bien nadie te obligó a nada ahora paga tu error el Perú se respeta.,@danielacharisse9495,2022-12-10T20:03:19Z,2,lfG8PiImmsM
Sinico,@diananogales4896,2022-12-10T17:13:02Z,1,lfG8PiImmsM
muy drogado no se ve,@alejandroioio6784,2022-12-10T16:29:29Z,2,lfG8PiImmsM
"jajajajajaja Castillo dice que no recuerda nada del discurso de golpe

jajajajaj castillo no somos idiotas",@arobalube6291,2022-12-10T16:09:36Z,20,lfG8PiImmsM
Bien eliminar los monopolios,@taniamasgo3042,2022-12-10T15:53:20Z,0,lfG8PiImmsM
Si hay elecciones es electorales tener cuidado con sus arañas que tienen ya su camada en los partidos son infiltrados postulantes debemos tener un extremo cuidado en las elecciones y saber los candidatos a elegir...no vaya a ser los electos todos sus rumores cancerosos enquistados en los partidos de quienes lo apoyaron .nada de rojos morados verdes lilas en fin ..Debemos tener sumo cuidado en las votaciones ...y la rompe debe ser sancionada y limpiada en su totalidad por gente calificada y ver que no pertenezcan a sus tentáculos para infiltrar un presidente de su misma complejidad y con ánimos de atentar contra todos los peruanos y la constitución.,@cottyballinas,2022-12-10T14:29:18Z,0,lfG8PiImmsM
Bien hecho,@nestorvelarde3066,2022-12-10T14:19:31Z,2,lfG8PiImmsM
El mensaje no esta completo no ha sido en directo es grabado y editado se nota partes cortadas.,@Candyytonyysumanada,2022-12-10T13:12:40Z,2,lfG8PiImmsM
El mensaje no esta completo no ha sido en directo es grabado y editado se nota partes cortadas.,@Candyytonyysumanada,2022-12-10T13:11:39Z,0,lfG8PiImmsM
El mensaje no esta completo no ha sido en directo es grabado y editado se nota partes cortadas.,@Candyytonyysumanada,2022-12-10T13:11:35Z,0,lfG8PiImmsM
El mensaje no esta completo no ha sido en directo es grabado y editado se nota partes cortadas.,@Candyytonyysumanada,2022-12-10T13:11:28Z,0,lfG8PiImmsM
Este siendo intimidado o amenazado o acaso no se dan cuenta miren como le tiembla la mano!!!,@juanrpozo7261,2022-12-10T12:45:09Z,1,lfG8PiImmsM
"Ahora dicen que Castillo redactó este mensaje. Lo debe haber plagiado porque no sabia que podia usar palabras rebuscadas como: pléyade e interregno. 
Su discurso tiene un tono a los que deba Anibal Torres; de él se habrá copiado.",@grilloomar1,2022-12-10T11:20:36Z,0,lfG8PiImmsM
No puedes dar un mensaje de estas características leyendo de un papel. Supongamos que tuviera la razón y estuviera haciendo lo correcto aun así ese mensaje supone un cambio radical al orden establecido y si la gente ve a su líder leyéndo temblando e inseguro sobre lo que dice obvio que iba a pasar lo que le paso. En lo estrictamente relacionado oratoria y estrategia tienen mucho q aprender de Alan Garcia. Espero que puedan encontrar  estabilidad los hermanos Peruanos.,@themusiccourt3721,2022-12-10T08:04:13Z,1,lfG8PiImmsM
LO COACCIONARON SE NOTA A LA VISTA QUE LO ENCAÑONARON,@willyhenry3323,2022-12-10T06:47:41Z,0,lfG8PiImmsM
"Sin duda ese mensaje no lo redactó él no sabe  lo que es interregno. Jamás hubiera empleado esa palabra si no tiene dicción este profesor.
Estoy seguro que quien redacto ese mensaje ha tenido que explicarle todo 10 veces y no entendió nada no sabe ni leer. Y por supuesto no ha leído la constitución nunca si la leyó no entendió ni una palabra. De lo contrario hubiera sabido que era un delito lo que estaba haciendo. 
Ahora sale con que no recuerda nada y AMLO declara que le había pedido asilo. Y salen a decir que es mentira todo. Por favor...!!
Callados se defienden mejor. Pobre diablo ignorante...! Y esa Betsy Chavez tiene una  cara de maldita. Otra mentirosa..! Solo ver la expresión de su cara el día que juramentó como Primera ministra. Y como mira y empuña la mano al mejor estilo de los terroristas. Que pobre miserable...!",@AlbertoDiaz-vq1oe,2022-12-10T06:31:35Z,2,lfG8PiImmsM
FELICIDADES PERU  DLB,@imeldareynolds7894,2022-12-10T05:33:37Z,4,lfG8PiImmsM
Lo obligaron,@gabrielchoque727,2022-12-10T05:05:08Z,0,lfG8PiImmsM
Castillo está temblando está amenazado y obligado,@yolandavergara5287,2022-12-10T04:55:59Z,0,lfG8PiImmsM
El personal de grabación son personas coludidas con el congreso de porquería,@cesarsaavedra9667,2022-12-10T04:24:48Z,0,lfG8PiImmsM
Ahora dice Castillo que no se acuerda nada de esto que leyó felizmente está grabado para que lo vea cuantas veces quiera ya que su cadena perpetua en prisión le dará mucho tiempo para reflexionar.,@2007micromicro,2022-12-10T04:06:30Z,13,lfG8PiImmsM
murio el pollo?,@jeansimonrueda3266,2022-12-10T01:45:08Z,1,lfG8PiImmsM
Se tiene que investigar a betsy Chávez anibal torres y a sus asesores,@jairocastaneda483,2022-12-10T01:24:37Z,218,lfG8PiImmsM
Sea hombre que no le tiemble la mano trae un pulso de maraquero .,@MariaHernandez-jw3nx,2022-12-10T01:03:12Z,0,lfG8PiImmsM
Parece que lo hizo forzadamente o alguien lo amenazo,@jord4nlg19,2022-12-10T00:48:18Z,1,lfG8PiImmsM
Por Dios el Perú está secuestrado 😟,@raquelyapo1491,2022-12-10T00:47:44Z,0,lfG8PiImmsM
Correcto castillo así es castillo oue modeja té queremos castillo cierre congreso peruano,@orlondoheenandez3685,2022-12-10T00:46:15Z,1,lfG8PiImmsM
Yo jamas apoyaria a pedro catillo pero dense cuenta como tiembla si aparenta ser obligado o pasa algo extraño tiene miedo porque sabe que tiene muchas denuncias y eso que hizp pudo resultar mal tal como paso pero ustedes creen que el no sabia que acabaria mal? Obviamente si lo sabia,@tatianataccabellido5869,2022-12-10T00:46:09Z,1,lfG8PiImmsM
Te comerás 35 años de cárcel.,@juanfrancisco4274,2022-12-10T00:44:20Z,1,lfG8PiImmsM
No manches pues Castillo aprende a leer te pareces a Cantinflas,@elviraoltalazi8201,2022-12-10T00:11:03Z,0,lfG8PiImmsM
Keiko ya puede robar tranquilo a todos el Perú,@richardvalencia4746,2022-12-09T23:56:27Z,0,lfG8PiImmsM
QUE LE HICIERON AL PRESIDENTE?? POR QUE ESTA  NERVIOSO Y TEMBLANDO??? QUE LE HAN HECHO?? QUIEN?? O QUIENES?? LO OBLIGARON A LEER? QUIEN O QUIENES??,@magnajara263,2022-12-09T23:52:02Z,0,lfG8PiImmsM
JAJAJAJA,@NATSUfmaNSop,2022-12-09T23:30:01Z,0,lfG8PiImmsM
No tenia ningun apoyo.,@JuanDiaz-cw1sc,2022-12-09T23:16:41Z,0,lfG8PiImmsM
Se nota la amenaza,@seidaperalestalavera6759,2022-12-09T22:57:29Z,0,lfG8PiImmsM
Está temblando,@seidaperalestalavera6759,2022-12-09T22:57:19Z,0,lfG8PiImmsM
"Parece q sí fue amenazado xq la mirada del Presidente orbita y hay una voz q parece decirle ""gestos para ti"" todo tramado p sacarlo d la presidencia.",@mariasoledad3989,2022-12-09T21:55:48Z,0,lfG8PiImmsM
Viva presidente Castillo estoy contigo.,@caterineinga5413,2022-12-09T21:36:01Z,0,lfG8PiImmsM
TODO FUE PREPARADO PARA LA TRAICIÓN AL PRESIDENTE CASTILLO. ÉL ESTÁ TEMBLANDO NO ES NORMAL! OBVIAMENTE HABIA ALGUIEN AHI AMENAZANDO!! FORZA SEÑOR PEDRO CASTILLO!!,@maritatrillo6133,2022-12-09T21:31:12Z,0,lfG8PiImmsM
Los primeros segundos q es lo q dice la señorita detras de camara? Esto es para.. ? la cual se grabo su audio el camarografo dice: avisas nomas ah..,@sparringstore4469,2022-12-09T20:16:12Z,0,lfG8PiImmsM
Sr castillo muchas fuerzas ..el Perú esta contigo. el único delito fue luchar por el Perú profundo por la gente olvidada .,@groveralanmamanimamani3773,2022-12-09T19:48:17Z,3,lfG8PiImmsM
Porque le tiembla la mano,@kenyimijael251,2022-12-09T19:32:59Z,0,lfG8PiImmsM
Una mujer habla y manda,@MariaDiaz-cd3mj,2022-12-09T19:27:42Z,1,lfG8PiImmsM
🇵🇪🇵🇪❤️🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,@miriamportalatinoperalta1557,2022-12-09T19:18:26Z,1,lfG8PiImmsM
VIVA LA DEMOCRACIA,@miriamportalatinoperalta1557,2022-12-09T19:18:18Z,1,lfG8PiImmsM
"PRESENTA DE LA NACIÓN 
COSTA SIERRA Y SELVA 
*DINA BOLUARDE PRESENTA*",@miriamportalatinoperalta1557,2022-12-09T19:17:52Z,1,lfG8PiImmsM
EX PRESIDENTE DE LA NACIÓN,@miriamportalatinoperalta1557,2022-12-09T19:16:45Z,1,lfG8PiImmsM
VIVA NUESTRO MAESTRO PEDRO CASTILLO TERRONES,@miriamportalatinoperalta1557,2022-12-09T19:16:31Z,5,lfG8PiImmsM
"VIVA LA DEMOCRACIA 
VIVA EL PERÚ 🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪",@miriamportalatinoperalta1557,2022-12-09T19:15:55Z,1,lfG8PiImmsM
Saquen sus conclusiones la hoja tiembla se le ve nerviososerá que fue obligadoserá que le dieron algoserá que la CIA está detrás de estoque será?,@juliocesarcampossilvestre8770,2022-12-09T19:14:50Z,1,lfG8PiImmsM
JAJAJJA JAMAS CON LOS COMUNISTAS QUE NO LEES LO QUE QUERIA HACER PEDRO CASTILLO QUERIA SER UN DICTADOR ENCERRANDONOS,@yusephdiaz9215,2022-12-09T18:48:03Z,0,lfG8PiImmsM
Gracias tarado,@jorgeacuna5588,2022-12-09T18:30:28Z,0,lfG8PiImmsM
Ojalá le den el asilo en otro país.,@ameliacaldas5138,2022-12-09T18:30:14Z,0,lfG8PiImmsM
Haro no sé acuerda jjjjj,@lisyquevedovelasquez7439,2022-12-09T18:29:29Z,0,lfG8PiImmsM
"Había que colocar a quien esté por cumplir la Agenda globalista  y ahí la tienen. Que Dios les ayude.
Un abrazo desde España.",@hormiguitafriolera1209,2022-12-09T18:09:15Z,0,lfG8PiImmsM
"Algo le hicieron al pdte. Castillo esta raro!! y ""SUS MANOS TIEMBLAN MUCHO"" al leer ese discurso q' se lo hicieron. Seguro le obligaron a cerrar el congreso y calumiado de robo y todo para q' deje el cargo.",@nerycarpenter7972,2022-12-09T17:36:23Z,0,lfG8PiImmsM
En los 18 meses de gobierno a sido nefasto destruyendo nuestra economía y aumentado la pobreza. Y ellos haciéndose ricos a costa de robarnos. Espero que se pudra en la cárcel  cadena perpetua y sea inhabilitado de por vida.,@mcarmen9934,2022-12-09T17:24:13Z,0,lfG8PiImmsM
Esta es la prueba del golpe de Estado del delincuente Castillo. En la cárcel es donde debes estar por vulnerar la constitución y sus cómplices.,@mcarmen9934,2022-12-09T17:19:56Z,0,lfG8PiImmsM
Lo obligaron estaba temblando su mano quién le hizo leer eso quiénes estaban ahí.,@karinalanz9071,2022-12-09T17:18:28Z,1,lfG8PiImmsM
Lo amenazaron para que dé ese discurso; este año se acaban varias concesiones extranjeras hay mucho dinero de por medio por eso tanta cizaña por parte de los lobbistas del congreso.,@Allissonuribedelaguila,2022-12-09T16:52:42Z,0,lfG8PiImmsM
Cómo siempre más parece para memes que algo cuerdo....ojalá aprendamos a elegir mejor,@Sol-ol5yr,2022-12-09T16:46:23Z,0,lfG8PiImmsM
Como tapan cuando tiemblan la mano del presidente obligado a hablar todo esto que pena me da el hombre y pena de mia compatriotas que solo ven su veneficio,@williamspurisoscanoa9742,2022-12-09T16:04:38Z,0,lfG8PiImmsM
Una más del presidente más ingenuo de la historia del peru,@robertocortes3358,2022-12-09T15:47:30Z,0,lfG8PiImmsM
Como tiembla jajajajjaja,@camilo82523,2022-12-09T15:42:44Z,0,lfG8PiImmsM
🤮🤮🤮🤮🤮🤮,@angiepreciosa8028,2022-12-09T15:38:44Z,0,lfG8PiImmsM
Que barbaridad los partidos políticos presentan esta clase de candidatos tanto a la presidencia y congresistas... No hay filtros...mientras no cambiemos eso seguiremos en lo mismo.... Entran a robar a saquear... A favorecer a sus familias a sus allegados...,@cesarlengua6090,2022-12-09T15:38:16Z,0,lfG8PiImmsM
No hay democracia en el Perú  los congresistas también tienen que irse son los principales responsables por la crisis son ellos que la han instaurado están desde antes de Castillo asumir en la misma acción. FUERA CONGRESO GOLPISTA.,@lilianachocano167,2022-12-09T15:19:30Z,0,lfG8PiImmsM
EL PODER DEL PUEBLO ESTA EN MARCHA LOS PITUCOS TIENEN MIEDO DE QUE SE LES PARTA UNA UÑA  JAJAJAJAJAJAJA,@smallville400,2022-12-09T15:14:11Z,0,lfG8PiImmsM
Observen bien los detalles del mensaje del presidente tal parece que tiene al frente a quienes lo obligan a leer ese mensaje probablemente amenazado como le tiembla las manos su mirada mirando a los costados y tal parece que ni el mismo sabía lo que estaba escrito alli el no tenía la intención de cerrar el congreso por qué sabía que no tenía el respaldo de las fuerzas armadas pregunto entonces ¿Por qué lo haría? Conclusión creo yo que fue amenazado obligado a hacerlo.,@mariarojasramos1391,2022-12-09T15:09:13Z,3,lfG8PiImmsM
Quería perpetuarse en el Poder y al final con otra mentira. Pero las fuerzas Armadas repudian a este sujeto izquierdista. Me alegro por su caida,@periclesgermayn4705,2022-12-09T15:05:16Z,1,lfG8PiImmsM
Adefesio de dictador 🤣,@mariadelrosariocruzcolina3839,2022-12-09T14:49:26Z,1,lfG8PiImmsM
Palabra de maestro xd,@daniro4654,2022-12-09T14:47:39Z,0,lfG8PiImmsM
"00:07
¿Qué dijo la mujer? ¿""Burro al aire""?",@R1K4RD39,2022-12-09T14:05:29Z,0,lfG8PiImmsM
"Le tiembla la  mano ésta  siendo amenazado  por  alguien  con la pistola
Y leyendo  algo  que  no  escribió 
La Justicia  Divina  existe 
Dios  tiene  el control  y el pueblo  saquemos del congreso  a los traidores 
Vendidos por interés  personal",@alcidescruz5298,2022-12-09T13:03:28Z,0,lfG8PiImmsM
Hasta el chavo del 8 hubiera leído mejor ese papel,@112Leondeoro,2022-12-09T12:55:52Z,0,lfG8PiImmsM
.   Se ve que está asustado .ya pagarán  los malos personajes... El congreso no me representa.,@karinvalerio5066,2022-12-09T12:22:57Z,0,lfG8PiImmsM
"QUIÉN VA A CREER QUE SE MANDÓ SÓLO EN ESTO.
Claro que sus ministros lo sabían!!!

Cómo va ANUNCIAR UN GOLPE DE ESTADO sin apoyo de las fuerzas armadas y de los otros poderes del estado eso fue un SUICIDIO POLÍTICO.

P.D. Hasta para eso eran ""Incompetentes e Improvisados"".  🙄🙄🙄🤦🤦🤦",@vittoriavitorina7368,2022-12-09T11:52:25Z,0,lfG8PiImmsM
Tiembla mas que perro en bote.,@JuanFlores-fp9hi,2022-12-09T11:23:51Z,0,lfG8PiImmsM
"PARA LOS TERRUCOS ROJETES IMBECILES COMUNISTAS EL MISMO BURRO LADRON PAYASO QUE ELIGIERON DICE : "" A PESAR DE COVID 19 DE LA GUERRA RUSA Y UCRANIA DE TODOS LOS PROBLEMAS INTERNACIONALES LA ECONOMIA DEL PERU SIGUE CRFECIENDO 3% ANUAL TENEMOS LASS INVERSIONES MAS ALTAS Y EL ENDEUDAMIENTO MAS BAJO DE LA REGION "" BUENO ESA ECONOMIA LA DEJO ALBERTO FUJIMORI ESTA ECONOMIA ACTUAL ES LA MACROECONOMIA DE ALBERTO FUJIORI  ESTE SOL PERUANO TAN FUERTE FRENTE AL DOLAR ES EL SOL PERUANO QUE DEJO ALBERTO FUJIMORI PAYASOS ROJETES CUANDO VAN A APRENDER.",@davidarias6814,2022-12-09T11:10:49Z,0,lfG8PiImmsM
"A Pedro el pollo le apretó el cuello. Palabra de "" maitsru""",@Zacamoko,2022-12-09T10:54:53Z,1,lfG8PiImmsM
Está temblandolo tienen amenazadoen un momento así que vale más la vida o un cargoeso no se pueden dar cuenta la población..todo está preparado...fortaleza presidente castillo!!..el señor te proteja y cuide siempre..,@ofeliaramosmandamiento3586,2022-12-09T10:49:33Z,21,lfG8PiImmsM
Non,@sabinoparionafernandes9172,2022-12-09T09:14:20Z,0,lfG8PiImmsM
La última vez que vi el audio de un presidente fallando de este moso fue durante el golpe de estado del 11 de abril en Venezuela contra Chávez.,@None_of_your_business666,2022-12-09T09:01:02Z,0,lfG8PiImmsM
Mais vergonhoso que o golpe fracassado do Bolsonaro kkkkkkkkkkkkkkkkkkkkk,@Kyoshima,2022-12-09T08:38:43Z,0,lfG8PiImmsM
Esto fue un mensaje para conocer lo son el congreso corrupto les dijo sus verdades tanto a la prensa basura y al poder judicial,@maritzasandiga8293,2022-12-09T08:30:18Z,0,lfG8PiImmsM
Al hotel 5 barrotes.,@d.escudero4899,2022-12-09T08:21:37Z,0,lfG8PiImmsM
"Ahora cuando toque votar voten no se vayan a la playa. Necesitamos personeros y miembros de mesa de derecha desde las 7 am porque sino estos te rru cos llenos de odio. Volverán a controlar el País.
Solo es un dia de trabajo duro para 5 años de tranquilidad.",@robertoh3633,2022-12-09T08:17:11Z,0,lfG8PiImmsM
