comentario,usuario,fecha,likes,video_id
Estoy totalmente de acuerdo con castillo yo hubiese hecho lo mismo csm.,@williamsoberonfuentes2636,2023-06-24T01:22:22Z,0,lfG8PiImmsM
Cuando ando estresado siempre es bueno ver un poco de especial del humor en Palacio de gobierno... Pobre y triste final de este burro. 🤣,@javiermark123,2023-06-21T19:18:37Z,8,lfG8PiImmsM
El Fujimori de Chota.,@luisfernandovelasquezcapch790,2023-06-08T02:19:31Z,0,lfG8PiImmsM
Disolver disolver... Se copió sin éxito la frase de Alberto Fujimori.,@luisfernandovelasquezcapch790,2023-06-08T02:17:13Z,0,lfG8PiImmsM
Quería dejar sin empleo a miles de peruanos y extranjeros. Felizmente cayó ese marxista sin sentimientos,@luisfernandovelasquezcapch790,2023-06-08T02:01:23Z,0,lfG8PiImmsM
"La telenovela ""Luz de Luna"" predijo la caída de ese dictador frustrado.",@luisfernandovelasquezcapch790,2023-06-08T02:00:50Z,0,lfG8PiImmsM
Hace 6 meses cayó un intento de imitación de Alberto Fujimori. Sabemos cómo terminan los dictadores.,@luisfernandovelasquezcapch790,2023-06-08T01:59:29Z,0,lfG8PiImmsM
AHUEVADAZO,@omarjesus425,2023-06-08T01:18:25Z,0,lfG8PiImmsM
Quedará en mi memoria a la posteridad que estaba casi dormitando en mi chamba cuando estaba oyendo en vivo el mensaje cuando dijo ...CERRAR...TEMPORALMENTE...EL CONGRESO.... me levanté de un salto y dije QUE???????? De inmediato le escribí a mi grupo de amigos cercanos y yo estaba lanzando la primicia todos estábamos en shock a los minutos todos estábamos hablando de eso y Castillo seguía temblanco con su hoja de papel.... es lo que contaré a mis nietos en el futuro 😂,@kellymendozan533,2023-06-07T16:52:56Z,23,lfG8PiImmsM
llora burazo pipipipipi......35 años de cana jajajajaja,@carlosdeliot3778,2023-06-06T19:39:18Z,2,lfG8PiImmsM
Viva el POLLO!!!!!!!!!,@alfredoperez8094,2023-05-21T11:15:58Z,0,lfG8PiImmsM
Amlo tu sigues.,@diegoantoniobaezareyes8891,2023-05-03T23:22:00Z,1,lfG8PiImmsM
"0:48 La única agenda del Congreso fue la Vacancia presidencial la Suspensión la Acusación constitucional o la Renuncia a cualquier precio.
Muy cierto ......¡¡¡¡¡¡¡¡",@rjraworld7841,2023-05-02T13:59:56Z,1,lfG8PiImmsM
pdejo 😂😂😂😂😹😹,@comedyfour3082,2023-04-29T01:04:37Z,1,lfG8PiImmsM
El era consciente  de lo que estaba tomando lectura,@JoseRamos-jz7dm,2023-04-16T12:30:35Z,6,lfG8PiImmsM
Siempre victimizandose,@JoseRamos-jz7dm,2023-04-16T12:24:47Z,0,lfG8PiImmsM
eso sucede cuando le das el poder a un serrano,@jimmya.5042,2023-03-31T07:10:49Z,0,lfG8PiImmsM
el único que dice monopolios obligopolios 😂es el doctor canibal torres que quiere sangre y dividir al país,@fernandoarangurencarpio5362,2023-03-29T16:19:57Z,0,lfG8PiImmsM
Gracias presidente Castillo.,@lg2389,2023-03-27T06:40:04Z,1,lfG8PiImmsM
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,@markantony33,2023-03-26T07:32:22Z,0,lfG8PiImmsM
La burrada mas grande del golpista Pedro Castillo.,@lancer8104,2023-03-23T22:35:04Z,1,lfG8PiImmsM
I d m.,@luisandresdelcarpio7513,2023-03-19T06:32:45Z,0,lfG8PiImmsM
XDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,@LuisLopez-ns6yg,2023-03-17T03:38:52Z,0,lfG8PiImmsM
Aqua castillo nos quiere convertir en venezuela cuba,@rhenzoav,2023-03-13T16:38:42Z,0,lfG8PiImmsM
Payaso 🤡 castillo ahora está preso jajajajaa,@asdeaventura,2023-03-12T09:16:04Z,0,lfG8PiImmsM
Dónde quedaron los conspiranoicos que decían que lo tenían drogado??,@PikabikaFloraSky,2023-03-10T14:39:45Z,18,lfG8PiImmsM
tenía tiempo de parar la lectura pero como no tiene cerebro lo siguió hasta terminar 😂🤣😂🤣😂,@edsonmamanichambi1894,2023-03-08T00:22:30Z,19,lfG8PiImmsM
"A 3 meses de su discurso Hoy 07 de marzo ya se sabe las cosas con más claridad. 
Y esta muy bien que pague su sentencia. Dios lo perdone por todo el daño que ha hecho al país.",@alejandrodelacruz5166,2023-03-07T17:32:47Z,10,lfG8PiImmsM
Gracias a la nueva realidad... Aunque miles de asnillistas siguen luchando por sonsillo... Pedro ASNILLO.... Es el único hecho ..... Bien hecho que hizo... Haciendo .....quehaceres...,@gilbertocoila3682,2023-03-06T23:57:45Z,1,lfG8PiImmsM
"Tan facil era que le dijeras al peru.
Renuncio y me voy a mi casa xq el congreso quiere q me vaya.Y No me dejan trabajar por el Progreso del peru..... RENUNCIO.
ENCARGUENSE el pueblo del congreso. Yo me voy a trabajar a mi pueblo.
Hasta la Vista baby!!!
Y el pueblo se hubiese levantado en ese momento y a patadas sacaban a todos los congresistas. .
Pero no... tuviste q abrir  el hocico y usar la palabra DISOLVER jajajaja",@mikemouse5572,2023-03-06T22:41:48Z,0,lfG8PiImmsM
Menos mal que hay mas patritas que traidores cadena perpetua para este ignorante golpista.,@emiliofernandez1660,2023-03-06T22:17:18Z,0,lfG8PiImmsM
Oligopolio  😳,@brayanflores4414,2023-03-06T20:42:12Z,0,lfG8PiImmsM
Le tomaron el pelo y le hicieron incurrir en error pintándole resultados  que su soberbia e ignorancia no le permitió advertir hoy estarán felices los grandes asaltantes del país con otro personaje que no le importa la vida de los demás ni su propia dignidad por la ambición del poder a costa de todo. Otro candidato a la cárcel.,@jorgeburgos6895,2023-03-06T19:42:19Z,0,lfG8PiImmsM
Dios.. no sabia ni leer el delincuente,@fabimurphy282,2023-03-06T15:22:50Z,16,lfG8PiImmsM
"El que preparo este msj hasta copio frases de otros.😂😂:.. 'Tanto mercado como sea posible como tanto ESTADO sea necesario"".. (Alejandro Cavero - LIBERAL)...Para Bruto.unico los Castillitas.",@mr.carnegie8716,2023-03-06T14:20:47Z,0,lfG8PiImmsM
HUBIERA SIDO UN BUEN HECHO TRACENDENTE PERO LO QUE OCURRE HOY EN DIA ESTÁ SUCEDIENDO  EL PROBLEMA ES DEL CONGRESO NEFASTO QUE NADIE LO QUIERE PORQUE  NO HAN ATENDIDO ESOS PROYECTOS DE LEYES   QUE EL PUEBLO TANTO NESESITA.,@versistammusicoficial277,2023-03-06T10:30:26Z,0,lfG8PiImmsM
Yo no soy de Perú pero quiero entender: ¿Pedro Castillo es bueno?,@hectordelapenaleal9808,2023-02-28T18:17:11Z,0,lfG8PiImmsM
6:50 Alberto Fujimori 10/10 Martín Vizcarra 6/10 Castillo 0/10. Le salió muy mal el remake al pobre :v,@jesus._.rodriguez,2023-02-28T00:23:52Z,12,lfG8PiImmsM
"El TC es elegido por el congreso.  eso explica cómo es que ellos les dan la razón a este congreso actual del año 2023  el congreso es quien está gorbenando sobre el ejecutivo con el apoyo del TC y eso que buscan controlar los organos electorales y la defensoria del pueblo e incluso estan en ideas de salirse del pacto de San José ya con eso sumado mas las muertes que ocurrieron de las protestas por las represiones Policiales y militares hasta ahora no hay ninguna investigación al respecto en la fiscalia se hacen los locos no hay culpables por excesos no hay nada La justicia hace oídos sordos

Claramente todo estaba planeado estamos en camino a Dictadura total.  

Despierten gente despierten!!!   

TODOS ALZEMONOS HASTA LAS ÚLTIMAS CONSECUENCIAS MARCHEMOS TODOS!!! 

Diespierta pueblo del Perú.",@diegosoul8336,2023-02-27T21:19:21Z,1,lfG8PiImmsM
Ese lápiz ya está muerto no más no le han avisado pipípi.....,@adorador_peru7641,2023-02-23T21:27:33Z,4,lfG8PiImmsM
Este fue discurso golpista de Pedro Castillo reenvialo para q todos lo tengan presente,@ivanromerosilva3334,2023-02-19T13:16:21Z,0,lfG8PiImmsM
Jajaja el mejor meme del 2022,@safirapaty2140,2023-02-18T12:25:05Z,6,lfG8PiImmsM
Primera vez que veo a un Presidente temblando de miedo mientras da su discurso. Mirar nomas sus manos temblando agarrando su hoja. Izquierdistas nunca mas,@CEOofRacism,2023-02-17T03:44:33Z,4,lfG8PiImmsM
Jjjj,@abichunga4188,2023-02-09T15:19:33Z,0,lfG8PiImmsM
Gracias a eso. Abrieron los ojos o quieren una peinada y su lapazo arriba la revolucion.  Condena y castigo para los todos los apresores,@niltonmiranda9382,2023-02-08T15:27:32Z,1,lfG8PiImmsM
En este mensaje Castillo anunció que gobernaría por decreto y que disolvería el Congreso. Pero ni decretó ni ordenó NADA. Ni siquiera la disolución del Congreso.  Y como el Congreso no quedó disuelto intentó vacar a Castillo por haber leído el mensaje. Obviamente no podría vacarlo por eso porque no había hecho el procedimiento parlamentario correspondiente (Solo tuvo 20 minutos antes de votar). Por tanto la votación fue nula. Tampoco obtuvo 4/5 de los votos. Solo 101. Pero el Congreso mintió al pais diciendo que habia vacado al Jefe de Estado. Por eso fue removido por la fuerza policial. Es decir el Congreso dió golpe de Estado. El 7/12 hubo golpe de Estado PARLAMENTARIO. Sabiéndolo Boluarte juró y se convirtió en presidenta ilegitima. Dirige un gobierno usurpador.  Art 36 de la Const: Nadie debe obediencia a un gobierno usurpador. Por eso hay manifestaciones contra la usurpadora en todo el Perú.,@isaklein8230,2023-02-01T17:31:20Z,3,lfG8PiImmsM
Lo mejor que hizo Castillo en su gestion fue ponerse la soga al cuello.,@javiergameros5160,2023-01-30T18:10:01Z,4,lfG8PiImmsM
Ese fue un buen día. Ver como una oveja leía y temblaba sin entender lo que sus zorros le habían escrito.,@locoperuano87,2023-01-28T14:54:53Z,2,lfG8PiImmsM
Luego de más de un mes vuelvo a ver este vídeo y me sigo preguntando si este tipejo habrá entendido lo que estaba leyendo.,@paulcinoperu7563,2023-01-28T13:29:17Z,47,lfG8PiImmsM
desde el inicio PEDRO CASTILLO nunca dejo de temblar  hay un informe  que HARVEY COLCHADO lo tenia amenazado  Esperemos que todo pronto salga a la luz,@osbenful,2023-01-28T03:27:53Z,5,lfG8PiImmsM
Esto pasa cuando.pones a un campesino iletrado en el poder mas alto de la sociedad,@pachajesus1386,2023-01-28T00:53:03Z,0,lfG8PiImmsM
Porque le tiembla la mano. Acaso esta amenazado?. No soy castillista pero lo que pasa en el Peru es grave.,@franciscoarce1852,2023-01-27T14:15:59Z,1,lfG8PiImmsM
Por culpa de este señor el Perú está como está actualmente,@pedromc4919,2023-01-26T03:17:39Z,14,lfG8PiImmsM
El peor presidente que tuvo el Perú,@pedromc4919,2023-01-26T03:11:13Z,38,lfG8PiImmsM
El asno,@pedromc4919,2023-01-26T03:08:21Z,3,lfG8PiImmsM
El mejor presidente que tuvo el Perú Pedro Castillo terrones,@awp937,2023-01-25T12:54:35Z,0,lfG8PiImmsM
Presidente.  Libertad,@miguelramos3601,2023-01-25T11:43:00Z,0,lfG8PiImmsM
Su discurso a pesar de las críticas aún tiene validez.,@marcoantoniopenajulca4239,2023-01-25T01:20:19Z,1,lfG8PiImmsM
"No entiendo muy bien loq  pasó con Pedro Castillo
Solamente Dios sabe loq realmente hizo.
Con toda sinceridad Perú necesita un gobierno que maneje con transparenciahonestidad.",@veronicachalco3611,2023-01-25T00:15:52Z,0,lfG8PiImmsM
"Volver a escuchar el discurso deslinda muchos puntos sólidos. 
El estado está secuestrado por elites racistas y abusivas.",@CarlosApologia,2023-01-24T23:54:23Z,1,lfG8PiImmsM
les da rabia que sea el presidente campesino y quiera ayudar a que Perú sea controlado por los peruanos y no por jefes de multinacionales de otros países.,@celiachoque1188,2023-01-18T08:48:59Z,1,lfG8PiImmsM
Gracias a él estamos como estamos la gente destruyendo lugares y creando alborotos lo cual el que tiene que pagar es el estado de nuestros bolsillos gracias por destruir lugares burros .,@auragreice,2023-01-17T19:04:02Z,2,lfG8PiImmsM
La burrada de Castillo,@auragreice,2023-01-17T19:01:39Z,0,lfG8PiImmsM
Golpista!!!!,@mdhcz,2023-01-16T15:46:57Z,1,lfG8PiImmsM
Presidenta de Perú,@anazavala9623,2023-01-11T03:13:38Z,0,lfG8PiImmsM
Ex presidente de Perú,@anazavala9623,2023-01-11T03:13:16Z,0,lfG8PiImmsM
Dina boluarte,@anazavala9623,2023-01-11T03:13:07Z,0,lfG8PiImmsM
Pedro castillo terones México,@anazavala9623,2023-01-11T03:12:15Z,0,lfG8PiImmsM
Grande Castillo,@рдыо,2023-01-08T21:05:22Z,0,lfG8PiImmsM
A este tio lo amenazaron por eso esta temblando solo un tonto no se puede dar de cuenta pero creo q asta sabia a donde le iban a mandar mas después por eso esta asi nervioso y temblando de miedo en lo q le pueda pasar hay una mafia grande q domina el Perú por eso el mismo a leído eso peruanos si con el esta asi la cosa y con la gente serrana va a ser peor el trato,@cleveralejo2487,2023-01-06T11:33:30Z,0,lfG8PiImmsM
Algo raro verdad está temblando es como si lo amenazaran con algo contundente ....  por qué una persona segura no tiembla,@michaeledinsonserpacayllah7878,2023-01-03T05:30:37Z,0,lfG8PiImmsM
AQUI SE HA INSTALADO UNA DICTADURA MAFIOSA EN EL PERU   NO PUEDE VIVIR MAS ES UNA SISTEMA NEOLIBERAL ULTRALIMITADO Y REGLAS QUE  SIEMPRE TE ADOCTRINARON  SOMETER LA CARTA MAGNA EN LA MESA ES HORA DE DECIDIR QUE QUEREMOS PARA NUESTRO PERU ROMPER NEOPLATONISMO Y EL DOGMATISMO LA REAL SOCIEDAD ESTA EN EL PUEBLO Y AQUI SE ESCUCHARA SU VOZ,@laverseinterniapoliszega,2023-01-03T01:26:30Z,0,lfG8PiImmsM
gano por el anti voto y no por que querian que sea presidente,@betty4172,2022-12-31T02:33:24Z,8,lfG8PiImmsM
El responsable es del ex ministro de defensa Bobbio quién obligo a las FFAA no respaldar a castillo,@lavidadelfanatico3698,2022-12-30T02:52:39Z,1,lfG8PiImmsM
😮?,@CHANNELSBNR,2022-12-29T13:13:52Z,0,lfG8PiImmsM
Un gran error para el Peru,@SALSAESTELAR,2022-12-29T06:31:47Z,0,lfG8PiImmsM
Te dije q cierres la puerta q ya regreso no q cierres el congreso!! Bestia!!,@j.j.m.contreras1173,2022-12-28T00:32:22Z,0,lfG8PiImmsM
Con que cara habla del crecimiento económico? Eso es no solo por la constitución del 93si no al pueblo que trabaja y trabaja y no deja caer la economía.,@hugojesuscarbajalcarrascal1052,2022-12-26T23:10:01Z,0,lfG8PiImmsM
Dijo medio Ambiente.... Estaba dejando la cagada... Y se preocupa por el medio ambiente.... 🤔,@jorgeceballos7372,2022-12-26T15:58:36Z,1,lfG8PiImmsM
Todo su gobierno se presento como víctima tremendo lagarto c toda su familia bien dónde esta,@blancaperinango6376,2022-12-26T02:40:00Z,0,lfG8PiImmsM
Pobre diablo,@broncopm,2022-12-26T02:17:40Z,0,lfG8PiImmsM
podría ser yo exponiendo con tdo el nervio,@kurumi-si6yy,2022-12-25T22:49:29Z,0,lfG8PiImmsM
La más grande pelutudes del ex presidente no brain!,@Superchasqui007,2022-12-24T04:16:26Z,0,lfG8PiImmsM
Es una pena que los propios peruanos no quieran aceptar que un profesor de condición humilde campesino sea el presidente del Perú esto significa que una vez más los problemas que aquejan ha este país    proviene de los corruptos y de gente disociada gente que no ama ha su patria creo que la raza indómita de los incas tiene que ver mucho con nosotros y hay bastante de ellos en nuestra sangre  es una pena la realidad de este paiz es que no hay unión entre los peruanos y mientras sea a si este país no saldrá de su estancamiento por lo menos si imitan a los americanos o europeos en la moda y en su forma de hablar tambien háganlo con su mentalidad sus actitudes y forma de pensar PERUCHO APRENDE AMAR HA DIOS PRIMERO HA TU PRÓJIMO Y A TU PAÍS Y VERAS COMO CAMBIA TODO!!!   PERUCHO!!! PERUCHA!!!,@elizabethtocrechuyma410,2022-12-23T12:08:16Z,2,lfG8PiImmsM
Cabó su propia tumba 😅🤣😂😅🤣😂,@luccabreiding3408,2022-12-22T15:02:06Z,2,lfG8PiImmsM
"Nadie va decir que la señorita dice al inicio ""esto es para acuña verdad?""",@alejandrocabanillas,2022-12-22T01:40:21Z,0,lfG8PiImmsM
"Pedro Castillo: voy a cometer traición por television nacional ¿que malo podria pasar?
*3 doritos depues*
Pedro Castillo:  CORRELE A LA EMBAJA MEXICANA QUE NOS VAN A AGARRAR",@dabb8145,2022-12-22T01:00:15Z,72,lfG8PiImmsM
Grande Castillo pegando se un tiro en el pie  el solito.,@fakerokami5600,2022-12-21T14:54:28Z,5,lfG8PiImmsM
:v,@ghostriderlife2099,2022-12-21T04:42:21Z,0,lfG8PiImmsM
"¿realmente nadie a pensado que todos los actos que hicieron desde que entró castillo fueron los peores?
castillo solo representa al bajo sistema de educación que tuvo el Perú. No fue justo juzgarlo desde el principio y culparlo de que todo lo que sucedía era por su culpa por ejemplo sobre la subida de precios ¿qué tuvo que ver él? Eso es MONOPOLIO POLÍTICO de los estúpidos del congreso haciendo creer que era culpa del expresidente. Realmente los peruanos estamos de mala en peor perjudicando solamente a la juventud. Ahora está Dina ¿qué esperan de una persona traicionera y corrupta como ella? Ella es solo títere de los congresistas. 
Estaba orgullosa a mis 17 de mi querido Perú pero me da tanto asco ver quienes tienen el poder sobre el y todo lo que sucede hoy en día con la muerte te tantas personas. Sin más esa Constitución del 98 es la más asquerosa que hay.

Ahora el mensaje del expresidente muestra el gran nerviosismo que pudo hacer sido por amenazas ¿se fijaron la mirada que da al último? no mira a la cámara fijamente escuchan muy bien como está que está que lee no me refiero a que no sepa hacerlo solo a lo que está escrito. SEÑORES ESTA MÁS QUE CLARO QUE ESTO FUE PLANEADO Y BAJO AMENAZA CONTRA EL EXPRESIDENTE. 

Y no no estoy a favor de ningún mandatario que llegué a un cargo en el Perú solo soy una jóven que ve la cruda realidad que obstruye al resto y los ciega por simples perjuicios.",@katherineramirez9215,2022-12-20T16:32:33Z,1,lfG8PiImmsM
6:52 Disolver,@jorgeubillus2315,2022-12-20T16:14:56Z,0,lfG8PiImmsM
Remedo de presidente,@jorgeubillus2315,2022-12-20T16:04:03Z,1,lfG8PiImmsM
Acuña fue mejor opción la verdad.,@josesanmartin2058,2022-12-20T15:04:12Z,0,lfG8PiImmsM
Ese pata estaba temblando sabiendo que ya la cago xdxdxd,@sandersgutierrez439,2022-12-20T06:51:42Z,0,lfG8PiImmsM
SIEMPRE PREGUNTARE POR QUE LO HIZO,@aesaucedomgmail,2022-12-20T04:54:53Z,0,lfG8PiImmsM
Último mensaje del burro luego fugo a la  embajada mexicana pero no llego.,@FernandoBenful,2022-12-20T03:08:44Z,0,lfG8PiImmsM
Lo obligaron a decirlo estaba temblando como si lo amenazaron,@officialKiu,2022-12-19T18:50:23Z,0,lfG8PiImmsM
El no esta bien esta temblando,@viralesestoesguerra4589,2022-12-19T07:07:42Z,0,lfG8PiImmsM
Porque sus manos tiemblan de castillo q raroo no,@viralesestoesguerra4589,2022-12-19T07:06:37Z,0,lfG8PiImmsM
Parece que lo estaban  amenazando la forma  como mira,@planb7315,2022-12-18T21:47:12Z,0,lfG8PiImmsM
bien presi ahora nos vengaremos con todos lo que te traicionaron,@xinapinedo5334,2022-12-18T06:15:59Z,0,lfG8PiImmsM
Hijo mío que has dicho..lo bueno es q ya no te acuerdas de lo que dijiste,@ronnyrodriguez8881,2022-12-18T03:28:55Z,0,lfG8PiImmsM
LE TENDIERON UNA TRAMPA A SIMPLE VISTA,@lizgarmer9296,2022-12-17T23:29:09Z,0,lfG8PiImmsM
Ay mi presidente patita 🇵🇪🙈🦧🙉🦧🙉,@peruchangochulo1330,2022-12-17T23:16:27Z,0,lfG8PiImmsM
Donde está ese sindicalista que gritaba con energía: Tenemos oro plata  cobre pero el pueblo sigue pobre. En este vídeo solo veo un titere usado.,@paganoverdadero1696,2022-12-16T22:42:09Z,0,lfG8PiImmsM
con ese pulso deberia dedicarse a tocar maracas,@maverickblackfriday2662,2022-12-16T20:49:38Z,0,lfG8PiImmsM
Muy bananero,@JeroAlmada,2022-12-16T18:51:01Z,0,lfG8PiImmsM
Creo que ni entiend3 lo que lee. Yo lo veo bien tranquilo leyendo su papel. No le tiemblan las manos. Si le temblaran las manos también se notaría su voz algo temblorosa,@cammy14999,2022-12-16T12:39:20Z,0,lfG8PiImmsM
"Su mismo gabinete lo traicionó le dijeron que los números no le daban y no era verdad.
Pero está decisión fué totalmente de él..",@eduardoalvarado1244,2022-12-16T08:33:47Z,0,lfG8PiImmsM
Yo cuando expongo virtualmente,@marcelosoto9952,2022-12-16T03:16:54Z,1,lfG8PiImmsM
Estoy terrucos odian a fujimori y el mismo discurso lo copian estos terrucos son fanaticos del mejor presidente fujimori,@frankito62882,2022-12-16T01:23:53Z,0,lfG8PiImmsM
Es una parodia ...,@elinevega5477,2022-12-16T00:12:40Z,0,lfG8PiImmsM
ESTA EDICIÓN ESTA TAN MAL CONO EL PRESIDENTE . QUIEN SERÁ LA PERSONA A CARGO DE CARGAR LOS ARCHIVOS A ESTA RED PÉSIMO TRABAJO.,@diegoherreravillena6213,2022-12-15T20:40:39Z,0,lfG8PiImmsM
0:00 esa voz dela betzy,@salvatore22,2022-12-15T20:08:46Z,0,lfG8PiImmsM
6:31,@Mateo-cs1pg,2022-12-15T18:16:37Z,0,lfG8PiImmsM
Lo que dice es muy cierto. El congreso no deja ni siquiera hacer referéndum que es consulta a la gente. El congreso ha sido desestabilizador y solo se ha concentrado en vacar a Castillo desde el inicio. Además ha modificado la constitución para que el ejecutivo ya no tenga opción al procedimiento de cuestión de confianza lo que significa que si todos los proyectos o programas o reformas propuestas por el ejecutivo son rechazadas o no revisadas por el congreso no se puede hacer nada no se puede censurar al congreso. Todo esto es un atropello del congreso nos guste Castillo o no tenemos que ver lo que está haciendo el congreso. Lastimosamente Castillo cometió el error de anunciar esa disolución que no tuvo ni efecto. Pero eso no quita que todo lo que ha sustentado sea cierto. Minuto 2:40 escuchen la cantidad de proyectos importantes desestimados por el congreso.,@CMarticorena,2022-12-15T12:54:29Z,0,lfG8PiImmsM
"Busquen el discurso completo de Fujimori la vez que disolvió el Congreso apañador de los terroristas. Seguro que van a darse cuenta que es un calco y copia. Además Castillo imita la postura de Fujimori y la forma como sostiene el papel; también imita la forma como Fujimori dijo ""disolver"". La única diferencia con Fujimori era que el ""chino"" era firme en sus dichos y los papeles no le temblaban.",@dorian3140,2022-12-15T09:19:43Z,0,lfG8PiImmsM
"Nadie lo amenazaba era perfectamente consciente que estaba dando un golpe a la democracia y a sus instituciones y que se ganaría 20 años de carcel. Pero la otra alternativa era ser vacado por incapacidad moral pero en referencia a no gobernar no implementar medidas de gobierno echando la culpa al Congreso como si éste fuera un organismo ejecutivo y no legislativo y en referencia a ser corrupto y ladrón y tener una organización criminal y dirigirla encabezando a familiares y chotanos. 

Esta última vacancia contaba con las contundentes pruebas expuestas por Marrufo que delatan a Castillo precisamente como ladrón y corrupto y significan 35 años amén de la verguenza para él y para la izquierda.

Por esto Castillo eligió ser preso por golpista y pretender un gobierno dictatorial de izquierda que anula la democracia. Para esto contaría con el coro de presidentes rojos de latinoamerica que le darían la razón y dirian que es un ""héroe"" que en su intento de hacer ""una revolución"" fue vacado.",@dorian3140,2022-12-15T09:13:59Z,0,lfG8PiImmsM
"Al inicio parece la voz de la Betsy Chavez. Y el que sigue dice ""Avísame José"" eso se lo dice al entonces ""presidente"" Castillo.",@dorian3140,2022-12-15T09:02:03Z,0,lfG8PiImmsM
*YO VIENDO ALGUNOS COMENTARIOS* Debería darles vergüenza  😅😅🤣😃😅 😅🤣🤣🤣🤣 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 *estudien psicología del cuerpo humano  chic@s*,@keylajinsil,2022-12-15T04:41:32Z,0,lfG8PiImmsM
que tembladera de mano,@guzmanmedina1963,2022-12-15T04:14:36Z,1,lfG8PiImmsM
Si alguien sabe de psicología o esta estudiando... podemos ver lo que sucede vean la hoja y saquen sus conclusiones,@keylajinsil,2022-12-15T03:23:24Z,1,lfG8PiImmsM
"Si lo miras detalladamente verás qué está cortado o editado eso que está en vivo.
Si cuenta algunos problemas de su bancada. Y cosas que no pudieron suceder. 
No cumplió su palabra de disolver el congreso. 
Los congresistas lo vacaron por la revisión de deudas de grandes monopolios como alicorp que tienen grandes deudas al estado peruano.",@geancalderon2614,2022-12-14T18:48:00Z,0,lfG8PiImmsM
"El Pedro Sánchez peruano.

O el Pablo Iglesias.

🤣🤣🤣🤣🤣",@arkaitzthegame492,2022-12-14T17:51:15Z,0,lfG8PiImmsM
El asnauta,@gonzalocs8939,2022-12-14T16:28:06Z,0,lfG8PiImmsM
Este sí es un merluzo!!!!,@lorenzoschwarzetorres9374,2022-12-14T14:55:32Z,11,lfG8PiImmsM
Aquí hay algo mas que aun no sale a la luz el sabia lo que se venia y  no le dieron otra salida quizás  lo obligaron a leer el documento.,@natalimoroccopilco430,2022-12-14T13:27:59Z,0,lfG8PiImmsM
"Era verdad jajaj... "" Estimado pueblo pepeperuano""",@aracelyrodriguezberrocal6919,2022-12-14T06:18:45Z,0,lfG8PiImmsM
INGRESO LIBRE A LAS UNIVERSIDADES HAHAHAH,@marcoantoniofudinogonzalez3390,2022-12-14T05:36:53Z,0,lfG8PiImmsM
Porque tiembla ?,@luiguiverona2599,2022-12-13T23:50:57Z,0,lfG8PiImmsM
"Art. 134
El Presidente de la República está facultado para disolver el Congreso si éste ha censurado o negado su confianza a dos Consejos de Ministros.
El decreto de disolución contiene la convocatoria a elecciones para un nuevo Congreso. Dichas elecciones se realizan dentro de los cuatro meses de la fecha de disolución sin que pueda alterarse el sistema electoral preexistente.

No puede disolverse el Congreso en el último año de su mandato. Disuelto el Congreso se mantiene en funciones la Comisión Permanente la cual no puede ser disuelta.

No hay otras formas de revocatoria del mandato parlamentario.

Bajo estado de sitio el Congreso no puede ser disuelto.


Para los que no leen está en la constitución política del Perú primero lean y después comenten.",@josueticonacruz7022,2022-12-13T23:47:51Z,1,lfG8PiImmsM
este paisano no sabe ni leer,@abogado2531,2022-12-13T23:30:48Z,1,lfG8PiImmsM
"Tómese nota del ""llamamos a las instituciones de la sociedad civil asociaciones rondas campesinas frentes de defensa y a todos los sectores sociales a respaldar estas decisiones"" o sea un llamado a diseminar el caos y la violencia como está sucediendo ahora para avalar golpe. ¿Hace falta explicar que los desmanes estaban planificados?",@richardlicetti5702,2022-12-13T23:05:57Z,16,lfG8PiImmsM
6:33 Castillo se autoeliminó,@rodomercado715,2022-12-13T21:33:44Z,0,lfG8PiImmsM
Ahora dice que no recuerda.,@johnvargas3006,2022-12-13T20:17:52Z,0,lfG8PiImmsM
pues yo no soy peruano Pe,@diegob4312,2022-12-13T17:34:10Z,0,lfG8PiImmsM
Envíen este video a esos paises que avalan  el intento de dictadura de Castillo,@mariellajacobo5020,2022-12-13T13:31:37Z,4,lfG8PiImmsM
Ay alguien detras de la bandera,@celitavasquez1627,2022-12-13T12:39:42Z,0,lfG8PiImmsM
Esas personas que salen a marchar a favor de Castillo demuestran su poco amor por su patria porque más puede su fanatismo político apoyan la corrupción de Castillo por encima de su patria. Pésimo.,@lorelofoche5122,2022-12-13T03:10:22Z,3,lfG8PiImmsM
VIVA LA DEMOCRACIA VIVA LA LIBERTAD VIVA LA INDEPENDENCIA DE PODERES VIVA LA ALTERNANCIA EN EL PODER NO A LA DICTADURA DE IZQUIERDA NI DERECHA..... FUERA CORRUPTO PEDRO CASTILLO Y SU MAFIA PROVINCIANA,@javier2983,2022-12-13T02:27:19Z,1,lfG8PiImmsM
LA VIOLENCIA ES PARTERA DE LA HISTORIA.... SENDERO LUMINOSO HACE SU REAPARICION CON EL ODIO DE CLASE Y RAZA....,@javier2983,2022-12-13T02:27:13Z,0,lfG8PiImmsM
AGUDIZAR LAS CONTRADICCIONES... PUEBLO RURAL VS PUEBLO URBANO.... ABIMAEL GUZMAN RIE Y SUS SEGUIDORES FANATICOS REAPARECEN...,@javier2983,2022-12-13T02:27:07Z,0,lfG8PiImmsM
